id,name,stix_id,attack_id,attack_url,matrix,created_on,updated_on,attack_type,stix_type
1575,"Print Processors",attack-pattern--2de47683-f398-448f-b947-9abcc3e32fad,T1547.012,https://attack.mitre.org/techniques/T1547/012,mitre-attack,"2022-10-20 14:15:03.777850","2022-10-20 14:15:03.777870",technique,attack-pattern
1576,"Spearphishing Attachment",attack-pattern--2e34237d-8574-43f6-aace-ae2915de8597,T1566.001,https://attack.mitre.org/techniques/T1566/001,mitre-attack,"2022-10-20 14:15:03.778952","2022-10-20 14:15:03.778967",technique,attack-pattern
1577,"Component Object Model",attack-pattern--2f6b4ed7-fef1-44ba-bcb8-1b4beb610b64,T1559.001,https://attack.mitre.org/techniques/T1559/001,mitre-attack,"2022-10-20 14:15:03.780124","2022-10-20 14:15:03.780143",technique,attack-pattern
1578,"DLL Search Order Hijacking",attack-pattern--2fee9321-3e71-4cf4-af24-d4d40d355b34,T1574.001,https://attack.mitre.org/techniques/T1574/001,mitre-attack,"2022-10-20 14:15:03.781552","2022-10-20 14:15:03.781571",technique,attack-pattern
1579,"Automated Collection",attack-pattern--30208d3e-0d6b-43c8-883e-44462a514619,T1119,https://attack.mitre.org/techniques/T1119,mitre-attack,"2022-10-20 14:15:03.782714","2022-10-20 14:15:03.782728",technique,attack-pattern
1580,"Clipboard Data",attack-pattern--30973a08-aed9-4edf-8604-9084ce1b5c4f,T1115,https://attack.mitre.org/techniques/T1115,mitre-attack,"2022-10-20 14:15:03.783622","2022-10-20 14:15:03.783634",technique,attack-pattern
1581,"Proc Filesystem",attack-pattern--3120b9fa-23b8-4500-ae73-09494f607b7d,T1003.007,https://attack.mitre.org/techniques/T1003/007,mitre-attack,"2022-10-20 14:15:03.784865","2022-10-20 14:15:03.784882",technique,attack-pattern
1582,Botnet,attack-pattern--31225cd3-cd46-4575-b287-c2c14011c074,T1583.005,https://attack.mitre.org/techniques/T1583/005,mitre-attack,"2022-10-20 14:15:03.785805","2022-10-20 14:15:03.785817",technique,attack-pattern
1583,"Password Managers",attack-pattern--315f51f0-6b03-4c1e-bfb2-84740afb8e21,T1555.005,https://attack.mitre.org/techniques/T1555/005,mitre-attack,"2022-10-20 14:15:03.786641","2022-10-20 14:15:03.786651",technique,attack-pattern
1584,"Gatekeeper Bypass",attack-pattern--31a0a2ac-c67c-4a7e-b9ed-6a96477d4e8e,T1553.001,https://attack.mitre.org/techniques/T1553/001,mitre-attack,"2022-10-20 14:15:03.787791","2022-10-20 14:15:03.787805",technique,attack-pattern
1585,"Drive-by Target",attack-pattern--31fe0ba2-62fd-4fd9-9293-4043d84f7fe9,T1608.004,https://attack.mitre.org/techniques/T1608/004,mitre-attack,"2022-10-20 14:15:03.788670","2022-10-20 14:15:03.788681",technique,attack-pattern
1586,"System Service Discovery",attack-pattern--322bad5a-1c49-4d23-ab79-76d641794afa,T1007,https://attack.mitre.org/techniques/T1007,mitre-attack,"2022-10-20 14:15:03.789517","2022-10-20 14:15:03.789526",technique,attack-pattern
1587,"Network Sniffing",attack-pattern--3257eb21-f9a7-4430-8de1-d8b6e288f529,T1040,https://attack.mitre.org/techniques/T1040,mitre-attack,"2022-10-20 14:15:03.790394","2022-10-20 14:15:03.790405",technique,attack-pattern
1588,"Code Signing",attack-pattern--32901740-b42c-4fdd-bc02-345b5dc57082,T1553.002,https://attack.mitre.org/techniques/T1553/002,mitre-attack,"2022-10-20 14:15:03.791258","2022-10-20 14:15:03.791270",technique,attack-pattern
1589,"Data from Cloud Storage Object",attack-pattern--3298ce88-1628-43b1-87d9-0b5336b193d7,T1530,https://attack.mitre.org/techniques/T1530,mitre-attack,"2022-10-20 14:15:03.792131","2022-10-20 14:15:03.792143",technique,attack-pattern
1590,"Runtime Data Manipulation",attack-pattern--32ad5c86-2bcf-47d8-8fdc-d7f3d79a7490,T1565.003,https://attack.mitre.org/techniques/T1565/003,mitre-attack,"2022-10-20 14:15:03.793972","2022-10-20 14:15:03.793985",technique,attack-pattern
1591,"Credentials in Registry",attack-pattern--341e222a-a6e3-4f6f-b69c-831d792b1580,T1552.002,https://attack.mitre.org/techniques/T1552/002,mitre-attack,"2022-10-20 14:15:03.794880","2022-10-20 14:15:03.794892",technique,attack-pattern
1592,"Network Share Discovery",attack-pattern--3489cfc5-640f-4bb3-a103-9137b97de79f,T1135,https://attack.mitre.org/techniques/T1135,mitre-attack,"2022-10-20 14:15:03.795738","2022-10-20 14:15:03.795748",technique,attack-pattern
1593,"Peripheral Device Discovery",attack-pattern--348f1eef-964b-4eb6-bb53-69b3dcb0c643,T1120,https://attack.mitre.org/techniques/T1120,mitre-attack,"2022-10-20 14:15:03.796696","2022-10-20 14:15:03.796711",technique,attack-pattern
1594,"Network Topology",attack-pattern--34ab90a3-05f6-4259-8f21-621081fdaba5,T1590.004,https://attack.mitre.org/techniques/T1590/004,mitre-attack,"2022-10-20 14:15:03.797939","2022-10-20 14:15:03.797954",technique,attack-pattern
1595,"Code Signing Certificates",attack-pattern--34b3f738-bd64-40e5-a112-29b0542bc8bf,T1587.002,https://attack.mitre.org/techniques/T1587/002,mitre-attack,"2022-10-20 14:15:03.799635","2022-10-20 14:15:03.799650",technique,attack-pattern
1596,"Windows File and Directory Permissions Modification",attack-pattern--34e793de-0274-4982-9c1a-246ed1c19dee,T1222.001,https://attack.mitre.org/techniques/T1222/001,mitre-attack,"2022-10-20 14:15:03.800775","2022-10-20 14:15:03.800792",technique,attack-pattern
1597,Add-ins,attack-pattern--34f1d81d-fe88-4f97-bd3b-a3164536255d,T1137.006,https://attack.mitre.org/techniques/T1137/006,mitre-attack,"2022-10-20 14:15:03.801817","2022-10-20 14:15:03.801830",technique,attack-pattern
1598,"Transport Agent",attack-pattern--35187df2-31ed-43b6-a1f5-2f1d3d58d3f1,T1505.002,https://attack.mitre.org/techniques/T1505/002,mitre-attack,"2022-10-20 14:15:03.802688","2022-10-20 14:15:03.802698",technique,attack-pattern
1599,"System Information Discovery",attack-pattern--354a7f88-63fb-41b5-a801-ce3b377b36f1,T1082,https://attack.mitre.org/techniques/T1082,mitre-attack,"2022-10-20 14:15:03.803602","2022-10-20 14:15:03.803614",technique,attack-pattern
1600,"Application Layer Protocol",attack-pattern--355be19c-ffc9-46d5-8d50-d6a036c675b6,T1071,https://attack.mitre.org/techniques/T1071,mitre-attack,"2022-10-20 14:15:03.804548","2022-10-20 14:15:03.804560",technique,attack-pattern
1601,"Remote Data Staging",attack-pattern--359b00ad-9425-420b-bba5-6de8d600cbc0,T1074.002,https://attack.mitre.org/techniques/T1074/002,mitre-attack,"2022-10-20 14:15:03.805697","2022-10-20 14:15:03.805709",technique,attack-pattern
1602,"Scheduled Task/Job",attack-pattern--35dd844a-b219-4e2b-a6bb-efa9a75995a9,T1053,https://attack.mitre.org/techniques/T1053,mitre-attack,"2022-10-20 14:15:03.806638","2022-10-20 14:15:03.806653",technique,attack-pattern
1603,Msiexec,attack-pattern--365be77f-fc0e-42ee-bac8-4faf806d9336,T1218.007,https://attack.mitre.org/techniques/T1218/007,mitre-attack,"2022-10-20 14:15:03.807541","2022-10-20 14:15:03.807552",technique,attack-pattern
1604,"Network Trust Dependencies",attack-pattern--36aa137f-5166-41f8-b2f0-a4cfa1b4133e,T1590.003,https://attack.mitre.org/techniques/T1590/003,mitre-attack,"2022-10-20 14:15:03.808672","2022-10-20 14:15:03.808690",technique,attack-pattern
1605,"Reflection Amplification",attack-pattern--36b2a1d7-e09e-49bf-b45e-477076c2ec01,T1498.002,https://attack.mitre.org/techniques/T1498/002,mitre-attack,"2022-10-20 14:15:03.809811","2022-10-20 14:15:03.809825",technique,attack-pattern
1606,"Password Filter DLL",attack-pattern--3731fbcd-0e43-47ae-ae6c-d15e510f0d42,T1556.002,https://attack.mitre.org/techniques/T1556/002,mitre-attack,"2022-10-20 14:15:03.810756","2022-10-20 14:15:03.810768",technique,attack-pattern
1607,"Terminal Services DLL",attack-pattern--379809f6-2fac-42c1-bd2e-e9dee70b27f8,T1505.005,https://attack.mitre.org/techniques/T1505/005,mitre-attack,"2022-10-20 14:15:03.811608","2022-10-20 14:15:03.811617",technique,attack-pattern
1608,AppleScript,attack-pattern--37b11151-1776-4f8f-b328-30939fbf2ceb,T1059.002,https://attack.mitre.org/techniques/T1059/002,mitre-attack,"2022-10-20 14:15:03.812797","2022-10-20 14:15:03.812813",technique,attack-pattern
1609,"Browser Extensions",attack-pattern--389735f1-f21c-4208-b8f0-f8031e7169b8,T1176,https://attack.mitre.org/techniques/T1176,mitre-attack,"2022-10-20 14:15:03.813829","2022-10-20 14:15:03.813844",technique,attack-pattern
1610,"Service Exhaustion Flood",attack-pattern--38eb0c22-6caf-46ce-8869-5964bd735858,T1499.002,https://attack.mitre.org/techniques/T1499/002,mitre-attack,"2022-10-20 14:15:03.814792","2022-10-20 14:15:03.814809",technique,attack-pattern
1611,"Compromise Hardware Supply Chain",attack-pattern--39131305-9282-45e4-ac3b-591d2d4fc3ef,T1195.003,https://attack.mitre.org/techniques/T1195/003,mitre-attack,"2022-10-20 14:15:03.815715","2022-10-20 14:15:03.815726",technique,attack-pattern
1612,"Native API",attack-pattern--391d824f-0ef1-47a0-b0ee-c59a75e27670,T1106,https://attack.mitre.org/techniques/T1106,mitre-attack,"2022-10-20 14:15:03.816611","2022-10-20 14:15:03.816621",technique,attack-pattern
1613,"AS-REP Roasting",attack-pattern--3986e7fd-a8e9-4ecb-bfc6-55920855912b,T1558.004,https://attack.mitre.org/techniques/T1558/004,mitre-attack,"2022-10-20 14:15:03.817487","2022-10-20 14:15:03.817525",technique,attack-pattern
1614,"Virtual Private Server",attack-pattern--39cc9f64-cf74-4a48-a4d8-fe98c54a02e0,T1584.003,https://attack.mitre.org/techniques/T1584/003,mitre-attack,"2022-10-20 14:15:03.818613","2022-10-20 14:15:03.818627",technique,attack-pattern
1615,"Reduce Key Space",attack-pattern--3a40f208-a9c1-4efa-a598-4003c3681fb8,T1600.001,https://attack.mitre.org/techniques/T1600/001,mitre-attack,"2022-10-20 14:15:03.819552","2022-10-20 14:15:03.819564",technique,attack-pattern
1616,"Clear Command History",attack-pattern--3aef9463-9a7a-43ba-8957-a867e07c1e6a,T1070.003,https://attack.mitre.org/techniques/T1070/003,mitre-attack,"2022-10-20 14:15:03.820439","2022-10-20 14:15:03.820450",technique,attack-pattern
1617,"Indirect Command Execution",attack-pattern--3b0e52ce-517a-4614-a523-1bd5deef6c5e,T1202,https://attack.mitre.org/techniques/T1202,mitre-attack,"2022-10-20 14:15:03.821321","2022-10-20 14:15:03.821334",technique,attack-pattern
1618,"Replication Through Removable Media",attack-pattern--3b744087-9945-4a6f-91e8-9dbceda417a4,T1091,https://attack.mitre.org/techniques/T1091,mitre-attack,"2022-10-20 14:15:03.822463","2022-10-20 14:15:03.822479",technique,attack-pattern
1619,"Data from Local System",attack-pattern--3c4a2599-71ee-4405-ba1e-0e28414b4bc5,T1005,https://attack.mitre.org/techniques/T1005,mitre-attack,"2022-10-20 14:15:03.824079","2022-10-20 14:15:03.824096",technique,attack-pattern
1620,"Deobfuscate/Decode Files or Information",attack-pattern--3ccef7ae-cb5e-48f6-8302-897105fbf55c,T1140,https://attack.mitre.org/techniques/T1140,mitre-attack,"2022-10-20 14:15:03.825242","2022-10-20 14:15:03.825255",technique,attack-pattern
1621,"Outlook Rules",attack-pattern--3d1b9d7e-3921-4d25-845a-7d9f15c0da44,T1137.005,https://attack.mitre.org/techniques/T1137/005,mitre-attack,"2022-10-20 14:15:03.826335","2022-10-20 14:15:03.826347",technique,attack-pattern
1622,"Impair Defenses",attack-pattern--3d333250-30e4-4a82-9edc-756c68afc529,T1562,https://attack.mitre.org/techniques/T1562,mitre-attack,"2022-10-20 14:15:03.827255","2022-10-20 14:15:03.827269",technique,attack-pattern
1623,"Email Accounts",attack-pattern--3dc8c101-d4db-4f4d-8150-1b5a76ca5f1b,T1586.002,https://attack.mitre.org/techniques/T1586/002,mitre-attack,"2022-10-20 14:15:03.828409","2022-10-20 14:15:03.828426",technique,attack-pattern
1624,"Upload Malware",attack-pattern--3ee16395-03f0-4690-a32e-69ce9ada0f9e,T1608.001,https://attack.mitre.org/techniques/T1608/001,mitre-attack,"2022-10-20 14:15:03.829511","2022-10-20 14:15:03.829524",technique,attack-pattern
1625,"Supply Chain Compromise",attack-pattern--3f18edba-28f4-4bb9-82c3-8aa60dcac5f7,T1195,https://attack.mitre.org/techniques/T1195,mitre-attack,"2022-10-20 14:15:03.830485","2022-10-20 14:15:03.830497",technique,attack-pattern
1626,"Exploit Public-Facing Application",attack-pattern--3f886f2a-874f-4333-b794-aa6075009b1c,T1190,https://attack.mitre.org/techniques/T1190,mitre-attack,"2022-10-20 14:15:03.831653","2022-10-20 14:15:03.831666",technique,attack-pattern
1627,"Steal or Forge Kerberos Tickets",attack-pattern--3fc01293-ef5e-41c6-86ce-61f10706b64a,T1558,https://attack.mitre.org/techniques/T1558,mitre-attack,"2022-10-20 14:15:03.832558","2022-10-20 14:15:03.832569",technique,attack-pattern
1628,"Credentials from Password Stores",attack-pattern--3fc9b85a-2862-4363-a64d-d692e3ffbee0,T1555,https://attack.mitre.org/techniques/T1555,mitre-attack,"2022-10-20 14:15:03.833422","2022-10-20 14:15:03.833436",technique,attack-pattern
1629,"Exfiltration Over Web Service",attack-pattern--40597f16-0963-4249-bf4c-ac93b7fb9807,T1567,https://attack.mitre.org/techniques/T1567,mitre-attack,"2022-10-20 14:15:03.834377","2022-10-20 14:15:03.834390",technique,attack-pattern
1630,"Remote Access Software",attack-pattern--4061e78c-1284-44b4-9116-73e4ac3912f7,T1219,https://attack.mitre.org/techniques/T1219,mitre-attack,"2022-10-20 14:15:03.835375","2022-10-20 14:15:03.835390",technique,attack-pattern
1631,Domains,attack-pattern--40f5caa0-4cb7-4117-89fc-d421bb493df3,T1583.001,https://attack.mitre.org/techniques/T1583/001,mitre-attack,"2022-10-20 14:15:03.836342","2022-10-20 14:15:03.836354",technique,attack-pattern
1632,"Archive via Library",attack-pattern--41868330-6ee2-4d0f-b743-9f2294c3c9b6,T1560.002,https://attack.mitre.org/techniques/T1560/002,mitre-attack,"2022-10-20 14:15:03.837204","2022-10-20 14:15:03.837214",technique,attack-pattern
1633,"Thread Execution Hijacking",attack-pattern--41d9846c-f6af-4302-a654-24bba2729bc6,T1055.003,https://attack.mitre.org/techniques/T1055/003,mitre-attack,"2022-10-20 14:15:03.838065","2022-10-20 14:15:03.838075",technique,attack-pattern
1634,Masquerading,attack-pattern--42e8de7b-37b2-4258-905a-6897815e58e0,T1036,https://attack.mitre.org/techniques/T1036,mitre-attack,"2022-10-20 14:15:03.839230","2022-10-20 14:15:03.839244",technique,attack-pattern
1635,"Application Shimming",attack-pattern--42fe883a-21ea-4cfb-b94a-78b6476dcc83,T1546.011,https://attack.mitre.org/techniques/T1546/011,mitre-attack,"2022-10-20 14:15:03.840579","2022-10-20 14:15:03.840593",technique,attack-pattern
1636,"Unsecured Credentials",attack-pattern--435dfb86-2697-4867-85b5-2fef496c0517,T1552,https://attack.mitre.org/techniques/T1552,mitre-attack,"2022-10-20 14:15:03.841567","2022-10-20 14:15:03.841582",technique,attack-pattern
1637,"Port Monitors",attack-pattern--43881e51-ac74-445b-b4c6-f9f9e9bf23fe,T1547.010,https://attack.mitre.org/techniques/T1547/010,mitre-attack,"2022-10-20 14:15:03.842487","2022-10-20 14:15:03.842499",technique,attack-pattern
1638,"Login Hook",attack-pattern--43ba2b05-cf72-4b6c-8243-03a4aba41ee0,T1037.002,https://attack.mitre.org/techniques/T1037/002,mitre-attack,"2022-10-20 14:15:03.843408","2022-10-20 14:15:03.843421",technique,attack-pattern
1639,"Process Injection",attack-pattern--43e7dc91-05b2-474c-b9ac-2ed4fe101f4d,T1055,https://attack.mitre.org/techniques/T1055,mitre-attack,"2022-10-20 14:15:03.844296","2022-10-20 14:15:03.844305",technique,attack-pattern
1640,"Traffic Signaling",attack-pattern--451a9977-d255-43c9-b431-66de80130c8c,T1205,https://attack.mitre.org/techniques/T1205,mitre-attack,"2022-10-20 14:15:03.845137","2022-10-20 14:15:03.845148",technique,attack-pattern
1641,"System Binary Proxy Execution",attack-pattern--457c7820-d331-465a-915e-42f85500ccc4,T1218,https://attack.mitre.org/techniques/T1218,mitre-attack,"2022-10-20 14:15:03.846293","2022-10-20 14:15:03.846310",technique,attack-pattern
1642,Source,attack-pattern--45d84c8b-c1e2-474d-a14d-69b5de0a2bc0,T1153,https://attack.mitre.org/techniques/T1153,mitre-attack,"2022-10-20 14:15:03.847392","2022-10-20 14:15:03.847405",technique,attack-pattern
1643,Timestomp,attack-pattern--47f2d673-ca62-47e9-929b-1b0be9657611,T1070.006,https://attack.mitre.org/techniques/T1070/006,mitre-attack,"2022-10-20 14:15:03.848337","2022-10-20 14:15:03.848349",technique,attack-pattern
1644,"Reflective Code Loading",attack-pattern--4933e63b-9b77-476e-ab29-761bc5b7d15a,T1620,https://attack.mitre.org/techniques/T1620,mitre-attack,"2022-10-20 14:15:03.849308","2022-10-20 14:15:03.849320",technique,attack-pattern
1645,"Escape to Host",attack-pattern--4a5b7ade-8bb5-4853-84ed-23f262002665,T1611,https://attack.mitre.org/techniques/T1611,mitre-attack,"2022-10-20 14:15:03.850186","2022-10-20 14:15:03.850196",technique,attack-pattern
1646,"Shortcut Modification",attack-pattern--4ab929c6-ee2d-4fb5-aab4-b14be2ed7179,T1547.009,https://attack.mitre.org/techniques/T1547/009,mitre-attack,"2022-10-20 14:15:03.851038","2022-10-20 14:15:03.851049",technique,attack-pattern
1647,"Application Window Discovery",attack-pattern--4ae4f953-fe58-4cc8-a327-33257e30a830,T1010,https://attack.mitre.org/techniques/T1010,mitre-attack,"2022-10-20 14:15:03.851913","2022-10-20 14:15:03.851925",technique,attack-pattern
1648,"Email Account",attack-pattern--4bc31b94-045b-4752-8920-aebaebdb6470,T1087.003,https://attack.mitre.org/techniques/T1087/003,mitre-attack,"2022-10-20 14:15:03.852758","2022-10-20 14:15:03.852767",technique,attack-pattern
1649,Hypervisor,attack-pattern--4be89c7c-ace6-4876-9377-c8d54cef3d63,T1062,https://attack.mitre.org/techniques/T1062,mitre-attack,"2022-10-20 14:15:03.853661","2022-10-20 14:15:03.853672",technique,attack-pattern
1650,"Time Based Evasion",attack-pattern--4bed873f-0b7d-41d4-b93a-b6905d1f90b0,T1497.003,https://attack.mitre.org/techniques/T1497/003,mitre-attack,"2022-10-20 14:15:03.854462","2022-10-20 14:15:03.854471",technique,attack-pattern
1651,CMSTP,attack-pattern--4cbc6a62-9e34-4f94-8a19-5c1a11392a49,T1218.003,https://attack.mitre.org/techniques/T1218/003,mitre-attack,"2022-10-20 14:15:03.855385","2022-10-20 14:15:03.855399",technique,attack-pattern
1652,"SSH Hijacking",attack-pattern--4d2a5b3e-340d-4600-9123-309dd63c9bf8,T1563.001,https://attack.mitre.org/techniques/T1563/001,mitre-attack,"2022-10-20 14:15:03.856355","2022-10-20 14:15:03.856367",technique,attack-pattern
1653,"Disable Windows Event Logging",attack-pattern--4eb28bed-d11a-4641-9863-c2ac017d910a,T1562.002,https://attack.mitre.org/techniques/T1562/002,mitre-attack,"2022-10-20 14:15:03.857421","2022-10-20 14:15:03.857432",technique,attack-pattern
1654,"Scheduled Transfer",attack-pattern--4eeaf8a9-c86b-4954-a663-9555fb406466,T1029,https://attack.mitre.org/techniques/T1029,mitre-attack,"2022-10-20 14:15:03.858322","2022-10-20 14:15:03.858334",technique,attack-pattern
1655,"SMB/Windows Admin Shares",attack-pattern--4f9ca633-15c5-463c-9724-bdcd54fde541,T1021.002,https://attack.mitre.org/techniques/T1021/002,mitre-attack,"2022-10-20 14:15:03.859185","2022-10-20 14:15:03.859196",technique,attack-pattern
1656,"Implant Internal Image",attack-pattern--4fd8a28b-4b3a-4cd6-a8cf-85ba5f824a7f,T1525,https://attack.mitre.org/techniques/T1525,mitre-attack,"2022-10-20 14:15:03.860133","2022-10-20 14:15:03.860144",technique,attack-pattern
1657,"Protocol Tunneling",attack-pattern--4fe28b27-b13c-453e-a386-c2ef362a573b,T1572,https://attack.mitre.org/techniques/T1572,mitre-attack,"2022-10-20 14:15:03.861002","2022-10-20 14:15:03.861012",technique,attack-pattern
